emp_no,first_name,last_name,title,from_date,to_date
262035,Clyde,Streng,Senior Engineer,10/21/1993,1/1/9999
262041,Eckart,Valette,Engineer,6/24/1993,6/24/2002
262041,Eckart,Valette,Senior Engineer,6/24/2002,1/1/9999
262043,Jasminko,Schrooten,Senior Engineer,9/22/1993,1/1/9999
262047,Aksel,Thibadeau,Engineer,5/7/1985,5/7/1994
262047,Aksel,Thibadeau,Senior Engineer,5/7/1994,1/1/9999
262051,Martien,Cummings,Senior Engineer,5/28/1985,1/1/9999
262053,Hailing,Colorni,Engineer,10/29/1985,10/29/1994
262053,Hailing,Colorni,Senior Engineer,10/29/1994,1/1/9999
262057,Dinah,Bojadziev,Staff,6/17/1999,1/1/9999
262080,Rosine,Validov,Engineer,5/2/1997,1/1/9999
262105,Heeju,Perly,Senior Staff,3/29/1999,1/1/9999
262116,Shunichi,Swift,Senior Engineer,6/26/1999,1/1/9999
262132,Genevieve,Lichtman,Senior Engineer,4/15/1996,1/1/9999
262141,Bartek,Kilgour,Engineer,6/7/1985,6/7/1991
262141,Bartek,Kilgour,Senior Engineer,6/7/1991,1/1/9999
262168,Youjian,Pews,Senior Staff,11/27/1994,1/1/9999
262168,Youjian,Pews,Staff,11/27/1985,11/27/1994
262178,Stein,Dalphin,Engineer,5/30/1997,1/1/9999
262184,Trygve,Farrel,Engineer,6/29/1985,6/29/1993
262184,Trygve,Farrel,Senior Engineer,6/29/1993,1/1/9999
262190,Marin,Hofman,Senior Staff,9/10/2001,1/1/9999
262190,Marin,Hofman,Staff,9/10/1993,9/10/2001
262212,Evgueni,Clouatre,Engineer,5/1/1995,4/30/2000
262212,Evgueni,Clouatre,Senior Engineer,4/30/2000,1/1/9999
262216,Ennio,Auria,Senior Staff,7/4/2002,1/1/9999
262216,Ennio,Auria,Staff,7/4/1996,7/4/2002
262243,Qunsheng,Buchter,Senior Staff,7/28/1990,1/1/9999
262243,Qunsheng,Buchter,Staff,7/28/1985,7/28/1990
262260,Ishfaq,Lund,Senior Engineer,10/6/1998,1/1/9999
262271,Martina,Maliniak,Engineer,9/25/1995,1/1/9999
262273,Yakkov,Guting,Senior Staff,10/28/1992,1/1/9999
262273,Yakkov,Guting,Staff,10/29/1987,10/28/1992
262292,Hyuckchul,Cardazo,Staff,6/28/1994,1/1/9999
262296,Harngdar,Rindone,Engineer,8/18/1989,8/18/1997
262296,Harngdar,Rindone,Senior Engineer,8/18/1997,1/1/9999
262304,Izaskun,Schwartzburd,Engineer,12/24/1987,12/23/1996
262304,Izaskun,Schwartzburd,Senior Engineer,12/23/1996,1/1/9999
262319,Mooi,Barreiro,Technique Leader,11/27/1990,1/1/9999
262323,Sugwoo,Rodiger,Engineer,2/9/1994,2/9/1999
262323,Sugwoo,Rodiger,Senior Engineer,2/9/1999,1/1/9999
262325,Zejun,Luit,Engineer,7/21/1986,7/20/1992
262325,Zejun,Luit,Senior Engineer,7/20/1992,1/1/9999
262333,Fayez,Haumacher,Senior Engineer,1/11/1988,1/1/9999
262340,Zengping,Deverell,Senior Staff,1/15/1988,1/1/9999
262348,Aksel,Frezza,Senior Staff,1/4/1988,1/1/9999
262362,Arnd,Birge,Engineer,3/9/1986,3/8/1992
262362,Arnd,Birge,Senior Engineer,3/8/1992,1/1/9999
262368,Shir,Masamoto,Senior Staff,3/21/1998,1/1/9999
262368,Shir,Masamoto,Staff,3/21/1990,3/21/1998
262371,Ute,Weedman,Engineer,1/4/1996,1/3/2002
262371,Ute,Weedman,Senior Engineer,1/3/2002,1/1/9999
262373,Sahrah,Koblitz,Engineer,8/5/1986,8/4/1992
262373,Sahrah,Koblitz,Senior Engineer,8/4/1992,1/1/9999
262384,Angus,Msuda,Engineer,2/11/1991,2/11/1998
262384,Angus,Msuda,Senior Engineer,2/11/1998,1/1/9999
262392,Teiji,Majewski,Engineer,5/2/1987,5/1/1993
262392,Teiji,Majewski,Senior Engineer,5/1/1993,1/1/9999
262397,Marin,Kobara,Engineer,7/29/1985,7/29/1992
262397,Marin,Kobara,Senior Engineer,7/29/1992,1/1/9999
262428,Changho,Gerlach,Senior Staff,5/19/1991,1/1/9999
262428,Changho,Gerlach,Staff,5/19/1986,5/19/1991
262451,Baoqiu,Pokrovskii,Assistant Engineer,7/1/1997,1/1/9999
262457,Stein,Collavizza,Engineer,4/30/1998,1/1/9999
262478,Otilia,Pargas,Senior Staff,10/6/1991,1/1/9999
262478,Otilia,Pargas,Staff,10/6/1985,10/6/1991
262485,Tsvetan,Danecki,Assistant Engineer,5/4/1996,1/1/9999
262486,Pranas,Farrow,Engineer,4/26/1985,4/26/1990
262486,Pranas,Farrow,Senior Engineer,4/26/1990,1/1/9999
262498,Navin,Sluis,Senior Staff,1/30/1992,1/1/9999
262498,Navin,Sluis,Staff,1/30/1987,1/30/1992
262505,Shahab,Peris,Engineer,3/8/1993,3/8/1999
262505,Shahab,Peris,Senior Engineer,3/8/1999,1/1/9999
262506,Masamitsu,Fordan,Senior Staff,10/24/1985,1/1/9999
262511,Fatemeh,Jansen,Engineer,2/25/1999,1/1/9999
262516,Kayoko,Nilsson,Engineer,1/13/1986,1/13/1993
262516,Kayoko,Nilsson,Senior Engineer,1/13/1993,1/1/9999
262526,Shaunak,Mateescu,Senior Staff,6/14/1997,1/1/9999
262550,Masako,Baranowski,Senior Staff,5/16/1996,1/1/9999
262550,Masako,Baranowski,Staff,5/17/1987,5/16/1996
262557,Rosalie,Barriga,Senior Staff,10/15/1993,1/1/9999
262557,Rosalie,Barriga,Staff,10/15/1988,10/15/1993
262566,Rafols,Ladret,Assistant Engineer,4/7/1988,4/8/1995
262566,Rafols,Ladret,Engineer,4/8/1995,4/8/2002
262566,Rafols,Ladret,Senior Engineer,4/8/2002,1/1/9999
262572,Xiaobin,Srimani,Senior Staff,10/22/1995,1/1/9999
262572,Xiaobin,Srimani,Staff,10/22/1990,10/22/1995
262591,Vivian,Ramalingam,Senior Staff,11/17/1996,1/1/9999
262591,Vivian,Ramalingam,Staff,11/18/1990,11/17/1996
262608,Aria,Pfau,Senior Engineer,11/10/1991,1/1/9999
262611,Georgy,Nitsche,Engineer,11/24/1996,1/1/9999
262625,Gopalakrishnan,Streit,Senior Staff,6/14/1995,1/1/9999
262625,Gopalakrishnan,Streit,Staff,6/13/1988,6/14/1995
262635,Marit,Syrzycki,Senior Staff,4/27/1988,1/1/9999
262645,Martins,Ranum,Staff,4/23/1998,1/1/9999
262663,Fumino,Riexinger,Senior Staff,5/28/2002,1/1/9999
262663,Fumino,Riexinger,Staff,5/28/1994,5/28/2002
262673,Kazuhira,Wixon,Engineer,10/27/1996,1/1/9999
262677,Eishiro,Zumaque,Senior Staff,3/2/1992,1/1/9999
262677,Eishiro,Zumaque,Staff,3/2/1985,3/2/1992
262679,Sahrah,Gyimothy,Engineer,12/21/1987,12/21/1994
262679,Sahrah,Gyimothy,Senior Engineer,12/21/1994,1/1/9999
262696,Mart,Setlzner,Technique Leader,1/11/1988,1/1/9999
262700,Ishfaq,Sooriamurthi,Engineer,1/3/1997,1/1/9999
262709,Parto,Cmelik,Senior Staff,11/3/1995,1/1/9999
262709,Parto,Cmelik,Staff,11/3/1986,11/3/1995
262715,Boaz,Montresor,Engineer,10/14/1989,10/14/1994
262715,Boaz,Montresor,Senior Engineer,10/14/1994,1/1/9999
262725,Miyeon,Schiettecatte,Engineer,7/24/1986,7/24/1995
262725,Miyeon,Schiettecatte,Senior Engineer,7/24/1995,1/1/9999
262736,Maris,Waschkowski,Assistant Engineer,10/26/1996,1/1/9999
262755,Arunachalam,Collette,Engineer,8/15/1992,8/15/2001
262755,Arunachalam,Collette,Senior Engineer,8/15/2001,1/1/9999
262766,Hauke,Meszaros,Senior Staff,6/18/1998,1/1/9999
262790,Supot,Compeau,Senior Staff,9/8/1997,1/1/9999
262790,Supot,Compeau,Staff,9/8/1988,9/8/1997
262801,Aamer,Krider,Engineer,8/15/1994,8/14/2000
262801,Aamer,Krider,Senior Engineer,8/14/2000,1/1/9999
262814,Vasiliy,Coullard,Senior Engineer,10/4/1986,1/1/9999
262844,Jovan,Capobianchi,Staff,3/18/1995,1/1/9999
262856,Yinghua,Jarecki,Engineer,6/9/1985,6/9/1992
262856,Yinghua,Jarecki,Senior Engineer,6/9/1992,1/1/9999
262866,Poorav,Morrow,Engineer,1/4/1994,1/1/9999
262868,Arnould,Seiwald,Senior Staff,3/15/1999,1/1/9999
262868,Arnould,Seiwald,Staff,3/15/1991,3/15/1999
262879,Mostafa,Zedlitz,Engineer,8/28/1988,8/28/1993
262879,Mostafa,Zedlitz,Senior Engineer,8/28/1993,1/1/9999
262882,Hatsukazu,Erdi,Senior Engineer,1/5/1997,1/1/9999
262894,Mara,Gajiwala,Senior Staff,2/3/1987,1/1/9999
262900,IEEE,Egerstedt,Assistant Engineer,6/15/1987,6/14/1996
262900,IEEE,Egerstedt,Engineer,6/14/1996,1/1/9999
262902,Wayne,Guting,Staff,6/27/1999,1/1/9999
262903,Geoff,Pettit,Senior Engineer,7/10/1993,1/1/9999
262919,Naftali,Gist,Senior Staff,10/1/1993,1/1/9999
262934,Breannda,Gini,Engineer,2/7/1988,2/6/1997
262934,Breannda,Gini,Senior Engineer,2/6/1997,1/1/9999
262953,Maha,Feldmann,Engineer,12/19/1988,12/19/1993
262953,Maha,Feldmann,Senior Engineer,12/19/1993,1/1/9999
262975,Suvo,Lanphier,Engineer,8/29/1986,8/29/1991
262975,Suvo,Lanphier,Senior Engineer,8/29/1991,1/1/9999
262993,Guttorm,Danley,Senior Staff,6/3/2000,1/1/9999
262993,Guttorm,Danley,Staff,6/3/1993,6/3/2000
263000,Mayuko,Bale,Senior Staff,7/4/1989,1/1/9999
263001,Gennady,Versino,Senior Engineer,9/11/1985,1/1/9999
263002,Ramzi,Bernatsky,Senior Staff,12/5/1994,1/1/9999
263002,Ramzi,Bernatsky,Staff,12/5/1986,12/5/1994
263025,Idoia,Ginneken,Senior Staff,11/7/1997,1/1/9999
263025,Idoia,Ginneken,Staff,11/7/1992,11/7/1997
263028,Kazuhiko,Homond,Engineer,7/20/1994,7/19/2000
263028,Kazuhiko,Homond,Senior Engineer,7/19/2000,1/1/9999
263039,Susuma,Egerstedt,Engineer,1/28/1987,1/28/1995
263039,Susuma,Egerstedt,Senior Engineer,1/28/1995,1/1/9999
263056,Kasidit,Vanwelkenhuysen,Senior Staff,9/22/1994,1/1/9999
263056,Kasidit,Vanwelkenhuysen,Staff,9/22/1987,9/22/1994
263057,Shigenori,Yeung,Senior Staff,7/18/1990,1/1/9999
263057,Shigenori,Yeung,Staff,7/18/1985,7/18/1990
263061,Xiaobin,Jenevein,Senior Staff,4/21/2002,1/1/9999
263061,Xiaobin,Jenevein,Staff,4/21/1994,4/21/2002
263062,Berto,Piancastelli,Engineer,8/14/1985,8/14/1994
263062,Berto,Piancastelli,Senior Engineer,8/14/1994,1/1/9999
263070,Subhrajyoti,Raney,Engineer,6/26/1996,1/1/9999
263074,Masadi,Schapire,Engineer,9/13/1987,9/12/1993
263074,Masadi,Schapire,Senior Engineer,9/12/1993,1/1/9999
263082,Bluma,Roisin,Senior Staff,12/2/1993,1/1/9999
263082,Bluma,Roisin,Staff,12/2/1988,12/2/1993
263084,Subhrajyoti,Ranai,Engineer,5/4/1999,1/1/9999
263088,Xianlong,Undy,Senior Staff,7/31/2002,1/1/9999
263088,Xianlong,Undy,Staff,7/31/1994,7/31/2002
263111,Arup,Avouris,Engineer,3/20/1988,3/20/1996
263111,Arup,Avouris,Senior Engineer,3/20/1996,1/1/9999
263112,Zhiwei,Angelopoulos,Engineer,10/7/1987,10/7/1994
263112,Zhiwei,Angelopoulos,Senior Engineer,10/7/1994,1/1/9999
263116,Baziley,Jullig,Technique Leader,9/4/1986,1/1/9999
263122,Hyuckchul,Ranai,Engineer,11/10/1998,1/1/9999
263124,Chinya,Bellmore,Senior Staff,9/12/1997,1/1/9999
263124,Chinya,Bellmore,Staff,9/12/1989,9/12/1997
263126,Berry,Hinsberger,Senior Staff,8/6/1996,1/1/9999
263126,Berry,Hinsberger,Staff,8/6/1988,8/6/1996
263130,Haldun,Grandbois,Senior Engineer,9/19/1986,1/1/9999
263140,Abdulla,Iisaku,Senior Staff,1/5/1998,1/1/9999
263140,Abdulla,Iisaku,Staff,1/6/1992,1/5/1998
263141,Niclas,Stavenow,Senior Staff,10/31/1994,1/1/9999
263141,Niclas,Stavenow,Staff,10/31/1985,10/31/1994
263142,Masaki,Linares,Senior Staff,2/24/1993,1/1/9999
263142,Masaki,Linares,Staff,2/24/1985,2/24/1993
263143,Berhard,Baca,Engineer,11/17/1997,1/1/9999
263147,Fumiya,Broomell,Engineer,4/9/1996,4/9/2001
263147,Fumiya,Broomell,Senior Engineer,4/9/2001,1/1/9999
263166,Iara,Salinas,Assistant Engineer,9/7/1988,9/7/1996
263166,Iara,Salinas,Engineer,9/7/1996,1/1/9999
263169,Kamakshi,Schaad,Senior Staff,1/15/1988,1/1/9999
263174,Shen,Wielonsky,Assistant Engineer,5/24/1986,5/24/1995
263174,Shen,Wielonsky,Engineer,5/24/1995,1/1/9999
263182,Yongmin,Garnham,Engineer,11/16/1985,11/16/1992
263182,Yongmin,Garnham,Senior Engineer,11/16/1992,1/1/9999
263183,Giri,Awdeh,Senior Staff,9/6/2001,1/1/9999
263183,Giri,Awdeh,Staff,9/6/1992,9/6/2001
263194,Ranan,Gini,Senior Engineer,8/31/1996,1/1/9999
263198,Sampalli,Genther,Senior Staff,7/2/1991,1/1/9999
263202,Adhemar,Lyonns,Senior Staff,9/14/1992,1/1/9999
263209,Howell,Schieder,Senior Engineer,2/8/1985,1/1/9999
263210,Atreyi,Hoppenstand,Engineer,12/9/1997,1/1/9999
263219,Hisao,Pokrovskii,Engineer,8/3/1989,8/3/1996
263219,Hisao,Pokrovskii,Senior Engineer,8/3/1996,1/1/9999
263234,Xiaocheng,Rassart,Senior Staff,1/14/1998,1/1/9999
263234,Xiaocheng,Rassart,Staff,1/14/1989,1/14/1998
263235,Elgin,Doering,Engineer,4/4/1986,4/3/1992
263235,Elgin,Doering,Senior Engineer,4/3/1992,1/1/9999
263243,Amstein,Giveon,Senior Staff,3/21/2001,1/1/9999
263243,Amstein,Giveon,Staff,3/22/1995,3/21/2001
263248,Jeong,Fiebach,Technique Leader,11/19/1988,1/1/9999
263270,Bedir,Sullins,Senior Engineer,10/4/1988,1/1/9999
263274,Amalendu,Engberts,Engineer,2/10/1987,2/10/1995
263274,Amalendu,Engberts,Senior Engineer,2/10/1995,1/1/9999
263282,Siddarth,Kranzdorf,Senior Staff,9/1/1995,1/1/9999
263282,Siddarth,Kranzdorf,Staff,9/1/1987,9/1/1995
263305,Arie,Luit,Engineer,9/3/1986,9/3/1991
263305,Arie,Luit,Senior Engineer,9/3/1991,1/1/9999
263313,Mitsuyuki,Perko,Engineer,4/30/1987,4/29/1993
263313,Mitsuyuki,Perko,Senior Engineer,4/29/1993,1/1/9999
263318,Kazuhisa,Muhling,Technique Leader,5/11/1998,1/1/9999
263335,Leah,Rullman,Engineer,1/22/1991,1/22/2000
263335,Leah,Rullman,Senior Engineer,1/22/2000,1/1/9999
263349,Lucien,Naumovich,Technique Leader,4/28/1990,1/1/9999
263354,Emdad,Caine,Staff,12/25/1995,1/1/9999
263360,Sanjeeva,Butterworth,Senior Staff,8/4/1987,1/1/9999
263366,Ewing,Bolotov,Engineer,10/12/1987,10/11/1993
263366,Ewing,Bolotov,Senior Engineer,10/11/1993,1/1/9999
263374,Arnould,Farrar,Technique Leader,12/18/1990,1/1/9999
263380,Haldon,Samarati,Senior Staff,10/4/1994,1/1/9999
263380,Haldon,Samarati,Staff,10/4/1988,10/4/1994
263398,Rutger,Gente,Staff,8/29/1996,1/1/9999
263399,Mariangiola,Gils,Staff,9/15/1999,1/1/9999
263400,Mads,Solovay,Technique Leader,11/10/1993,1/1/9999
263429,Claudi,Kropf,Senior Staff,7/7/1993,1/1/9999
263429,Claudi,Kropf,Staff,7/8/1987,7/7/1993
263440,Selwyn,Haumacher,Senior Staff,5/30/1988,1/1/9999
263448,Gopalakrishnan,Brodal,Assistant Engineer,1/27/1992,1/26/1997
263448,Gopalakrishnan,Brodal,Engineer,1/26/1997,1/26/2002
263448,Gopalakrishnan,Brodal,Senior Engineer,1/26/2002,1/1/9999
263456,Shichao,Nourani,Engineer,10/3/1996,1/1/9999
263461,Vugranam,Munro,Engineer,4/16/1998,1/1/9999
263462,Theron,Jarecki,Senior Staff,5/2/1985,1/1/9999
263471,Candida,Fiebach,Engineer,1/27/1988,1/26/1994
263471,Candida,Fiebach,Senior Engineer,1/26/1994,1/1/9999
263500,Sachio,Gyorkos,Senior Staff,12/9/1994,1/1/9999
263500,Sachio,Gyorkos,Staff,12/9/1985,12/9/1994
263510,Deniz,Bolotov,Engineer,8/22/1997,1/1/9999
263514,Mayuko,Lorie,Engineer,7/8/1991,7/7/1997
263514,Mayuko,Lorie,Senior Engineer,7/7/1997,1/1/9999
263516,Youssef,Berendt,Engineer,9/4/1985,9/4/1991
263516,Youssef,Berendt,Senior Engineer,9/4/1991,1/1/9999
263517,Remko,Strandh,Staff,4/10/1999,1/1/9999
263525,Reinhard,Baek,Senior Staff,2/19/1994,1/1/9999
263525,Reinhard,Baek,Staff,2/19/1985,2/19/1994
263540,Dharmaraja,Cummings,Engineer,8/14/1986,8/14/1993
263540,Dharmaraja,Cummings,Senior Engineer,8/14/1993,1/1/9999
263544,Kazuyasu,Baez,Senior Engineer,8/28/1996,1/1/9999
263551,KayLiang,Uhrik,Senior Staff,6/10/1998,1/1/9999
263551,KayLiang,Uhrik,Staff,6/10/1992,6/10/1998
263569,Barun,Gips,Senior Staff,4/29/1992,1/1/9999
263573,Visit,Anguita,Engineer,10/5/1999,1/1/9999
263574,Teunis,Erie,Staff,7/19/1999,1/1/9999
263577,Ulf,Cullers,Senior Staff,1/8/1993,1/1/9999
263582,Froduald,Ruther,Senior Engineer,10/1/1988,1/1/9999
263583,Fun,Speel,Engineer,12/20/1985,12/20/1992
263583,Fun,Speel,Senior Engineer,12/20/1992,1/1/9999
263587,Suzette,Heydon,Technique Leader,5/28/1987,1/1/9999
263590,Jinpo,Erev,Engineer,8/31/1986,8/31/1991
263590,Jinpo,Erev,Senior Engineer,8/31/1991,1/1/9999
263591,Parviz,Restivo,Senior Staff,3/19/1992,1/1/9999
263591,Parviz,Restivo,Staff,3/20/1986,3/19/1992
263599,Fen,VanScheik,Senior Staff,7/18/2001,1/1/9999
263599,Fen,VanScheik,Staff,7/18/1992,7/18/2001
263630,Ute,Terekhov,Senior Staff,7/28/1994,1/1/9999
263630,Ute,Terekhov,Staff,7/28/1988,7/28/1994
263640,Gina,Alpin,Senior Engineer,8/5/1998,1/1/9999
263646,Nathalie,Remmele,Senior Engineer,7/25/1991,1/1/9999
263647,Weidon,Hellwagner,Engineer,4/12/1986,4/12/1995
263647,Weidon,Hellwagner,Senior Engineer,4/12/1995,1/1/9999
263655,Florina,Stifter,Senior Staff,3/29/1985,1/1/9999
263661,Luisa,Kaelbling,Engineer,4/8/1987,4/8/1994
263661,Luisa,Kaelbling,Senior Engineer,4/8/1994,1/1/9999
263713,Abdulla,Bashian,Engineer,6/20/1987,6/19/1993
263713,Abdulla,Bashian,Senior Engineer,6/19/1993,1/1/9999
263714,Yagil,Kleiser,Senior Staff,6/10/1993,1/1/9999
263714,Yagil,Kleiser,Staff,6/11/1987,6/10/1993
263730,Huai,Frezza,Engineer,9/8/1987,9/7/1996
263730,Huai,Frezza,Senior Engineer,9/7/1996,1/1/9999
263735,Magdalena,Siksek,Senior Staff,7/28/1998,1/1/9999
263735,Magdalena,Siksek,Staff,7/28/1991,7/28/1998
263738,Kazunori,Bressoud,Engineer,7/13/1991,7/12/1996
263738,Kazunori,Bressoud,Senior Engineer,7/12/1996,1/1/9999
263777,Janche,Oppitz,Senior Staff,11/9/1985,1/1/9999
263790,Hauke,Christ,Engineer,7/14/1993,7/14/2000
263790,Hauke,Christ,Senior Engineer,7/14/2000,1/1/9999
263792,Brigham,Merel,Senior Engineer,10/18/1988,1/1/9999
263804,Takanari,Ellozy,Engineer,11/1/1985,11/1/1993
263804,Takanari,Ellozy,Senior Engineer,11/1/1993,1/1/9999
263822,Seongbin,Ananiadou,Engineer,4/27/1988,4/27/1997
263822,Seongbin,Ananiadou,Senior Engineer,4/27/1997,1/1/9999
263824,Yolla,Constantine,Senior Engineer,11/22/1988,1/1/9999
263829,Jagoda,Ohori,Engineer,2/16/1990,2/16/1995
263829,Jagoda,Ohori,Senior Engineer,2/16/1995,1/1/9999
263868,Chinhyun,Koprowski,Senior Staff,4/7/1995,1/1/9999
263868,Chinhyun,Koprowski,Staff,4/7/1989,4/7/1995
263879,Tianruo,Carrere,Engineer,12/9/1987,12/9/1995
263879,Tianruo,Carrere,Senior Engineer,12/9/1995,1/1/9999
263887,Pranas,Chinen,Engineer,10/19/1985,10/19/1992
263887,Pranas,Chinen,Senior Engineer,10/19/1992,1/1/9999
263892,Elzbieta,Dymetman,Senior Staff,8/27/1994,1/1/9999
263892,Elzbieta,Dymetman,Staff,8/27/1989,8/27/1994
263893,Masali,Dolinsky,Senior Staff,8/21/1994,1/1/9999
263893,Masali,Dolinsky,Staff,8/21/1987,8/21/1994
263913,Sampalli,Berstel,Senior Staff,4/11/1991,1/1/9999
263913,Sampalli,Berstel,Staff,4/11/1986,4/11/1991
263920,Pintsang,Gecsel,Senior Staff,3/23/2002,1/1/9999
263920,Pintsang,Gecsel,Staff,3/23/1997,3/23/2002
263925,Poorav,Yamaashi,Assistant Engineer,3/5/1988,3/5/1994
263925,Poorav,Yamaashi,Engineer,3/5/1994,3/4/2000
263925,Poorav,Yamaashi,Senior Engineer,3/4/2000,1/1/9999
263927,Charlene,Zaccaria,Senior Engineer,6/22/1988,1/1/9999
263940,Suebskul,Emmerich,Senior Staff,7/13/1996,1/1/9999
263947,Siamak,Markovitch,Engineer,1/3/1987,1/3/1996
263947,Siamak,Markovitch,Senior Engineer,1/3/1996,1/1/9999
263952,Vincent,Joslin,Senior Staff,7/13/1993,1/1/9999
263952,Vincent,Joslin,Staff,7/13/1988,7/13/1993
263953,Rosli,Oxman,Assistant Engineer,3/11/1996,1/1/9999
263956,Shaowen,Schmiedel,Engineer,7/23/1998,1/1/9999
263967,Pranav,Farrag,Senior Staff,6/20/1992,1/1/9999
263967,Pranav,Farrag,Staff,6/21/1986,6/20/1992
263973,Armond,Vecchi,Senior Staff,11/20/1999,1/1/9999
263973,Armond,Vecchi,Staff,11/20/1993,11/20/1999
263985,Tiina,Stifter,Senior Staff,7/17/1994,1/1/9999
263985,Tiina,Stifter,Staff,7/17/1988,7/17/1994
263988,Licheng,Sinitsyn,Senior Staff,12/24/1988,1/1/9999
263993,Reinhold,Anick,Senior Engineer,5/20/1997,1/1/9999
263997,Gita,Begiun,Technique Leader,1/11/1990,1/1/9999
264004,Chiradeep,Compeau,Technique Leader,4/24/1998,1/1/9999
264013,Baziley,Stifter,Staff,9/7/1997,1/1/9999
264018,Djenana,Lorcy,Senior Staff,1/10/2002,1/1/9999
264018,Djenana,Lorcy,Staff,1/10/1993,1/10/2002
264019,Ulises,Barreiro,Senior Staff,5/8/1996,1/1/9999
264044,Gay,Kalloufi,Engineer,5/27/1989,5/27/1996
264044,Gay,Kalloufi,Senior Engineer,5/27/1996,1/1/9999
264057,Pranav,Cmelik,Engineer,4/2/1985,4/2/1994
264057,Pranav,Cmelik,Senior Engineer,4/2/1994,1/1/9999
264074,Martine,Serov,Senior Staff,8/24/1997,1/1/9999
264074,Martine,Serov,Staff,8/24/1988,8/24/1997
264081,Sadok,Feldmann,Engineer,12/7/1991,12/6/2000
264081,Sadok,Feldmann,Senior Engineer,12/6/2000,1/1/9999
264083,Vojin,Acton,Senior Staff,2/17/1994,1/1/9999
264083,Vojin,Acton,Staff,2/17/1985,2/17/1994
264086,Aris,Deverell,Senior Staff,10/10/2001,1/1/9999
264086,Aris,Deverell,Staff,10/10/1996,10/10/2001
264087,Shridhar,Simkin,Engineer,5/27/1985,5/27/1994
264087,Shridhar,Simkin,Senior Engineer,5/27/1994,1/1/9999
264096,Serenella,Valiente,Engineer,1/27/1995,1/1/9999
264098,Sverrir,Rohrbach,Engineer,12/19/1998,1/1/9999
264099,Toshimitsu,Rettelbach,Senior Engineer,8/3/1996,1/1/9999
264105,Rasikan,Lichtman,Staff,1/3/1996,1/1/9999
264107,Shalesh,Chenney,Senior Staff,3/19/2000,1/1/9999
264107,Shalesh,Chenney,Staff,3/19/1993,3/19/2000
264122,Hyuckchul,Oppitz,Assistant Engineer,3/4/1987,3/4/1995
264122,Hyuckchul,Oppitz,Engineer,3/4/1995,1/1/9999
264125,Arnould,Thibadeau,Senior Staff,4/27/1991,1/1/9999
264126,Toshiki,Thimonier,Assistant Engineer,5/9/1993,5/9/2002
264126,Toshiki,Thimonier,Engineer,5/9/2002,1/1/9999
264128,Guangming,Suomi,Senior Staff,2/21/1992,1/1/9999
264128,Guangming,Suomi,Staff,2/21/1986,2/21/1992
264138,Mara,Garrabrants,Senior Staff,8/7/1991,1/1/9999
264138,Mara,Garrabrants,Staff,8/7/1986,8/7/1991
264139,Stein,Schade,Senior Engineer,6/11/1987,1/1/9999
264144,Saeed,Cronin,Senior Staff,12/1/1991,1/1/9999
264144,Saeed,Cronin,Staff,12/1/1986,12/1/1991
264150,Ziya,Hatcliff,Senior Staff,3/19/1996,1/1/9999
264150,Ziya,Hatcliff,Staff,3/20/1987,3/19/1996
264151,Heather,Worfolk,Senior Staff,10/11/1992,1/1/9999
264151,Heather,Worfolk,Staff,10/11/1985,10/11/1992
264161,Arun,Montemayor,Staff,6/7/1997,1/1/9999
264171,Kristinn,Angelopoulos,Staff,1/24/1996,1/1/9999
264174,Jianwen,Brizzi,Engineer,9/26/1987,9/25/1996
264174,Jianwen,Brizzi,Senior Engineer,9/25/1996,1/1/9999
264188,Tonia,Marquardt,Senior Engineer,5/31/1991,1/1/9999
264190,Limsoon,Schaap,Senior Staff,11/13/1997,1/1/9999
264190,Limsoon,Schaap,Staff,11/13/1988,11/13/1997
264193,Gererd,Desikan,Staff,2/28/1997,1/1/9999
264194,Aral,Merey,Senior Staff,3/30/1986,1/1/9999
264198,Richard,Siprelle,Engineer,12/5/1986,12/5/1995
264198,Richard,Siprelle,Senior Engineer,12/5/1995,1/1/9999
264200,Almudena,Koblick,Senior Engineer,6/20/1999,1/1/9999
264201,Karlis,Mahmud,Technique Leader,2/20/1994,1/1/9999
264207,Yinlin,Schwartzbauer,Senior Staff,7/27/1992,1/1/9999
264207,Yinlin,Schwartzbauer,Staff,7/28/1986,7/27/1992
264212,Salvador,Lagarias,Engineer,5/15/1986,5/14/1992
264212,Salvador,Lagarias,Senior Engineer,5/14/1992,1/1/9999
264218,Baruch,Rosch,Senior Staff,2/24/1994,1/1/9999
264234,Rayond,Benzaken,Engineer,1/9/1995,1/9/2002
264234,Rayond,Benzaken,Senior Engineer,1/9/2002,1/1/9999
264236,Sadun,Papsdorf,Engineer,11/14/1986,11/14/1993
264236,Sadun,Papsdorf,Senior Engineer,11/14/1993,1/1/9999
264241,Shin,Chvatal,Senior Staff,5/12/1995,1/1/9999
264241,Shin,Chvatal,Staff,5/12/1986,5/12/1995
264247,Herbert,Rotem,Engineer,11/23/1989,11/23/1995
264247,Herbert,Rotem,Senior Engineer,11/23/1995,1/1/9999
264250,Shmuel,Fasbender,Engineer,1/22/1986,1/22/1992
264250,Shmuel,Fasbender,Senior Engineer,1/22/1992,1/1/9999
264267,Conrado,Chappelet,Senior Engineer,1/22/1987,1/1/9999
264280,Mohua,Lienhardt,Assistant Engineer,1/5/1998,1/1/9999
